,Artist,Lyrics,Key,Genre,Music,Song,Title,Visits,title-en
745,"ග්‍රෙෂාන් ආනන්ද, හර්.ජෝතිපාල",හේමසිරි හපිට,Eb major | Beat,"යුගල, චිත්‍රපට ගීත, පැරණි පොප්ස්",සරත් ද අල්විස්,ආශාවේ ආශාවේ පායා රෑ සිහින මායාවේ සේයා දෑසේ සිනා හද සීතල මේ සිත මී පැණි දේ මට තව ළං වෙලා මේ යාමේ...හෝ හෝ හෝ හෝ හෝ හෝ හෝ හෝ හෝ... ආශාවේ ආශාවේ පායා පා වේවී පා වේවී සේයා ප්‍රේමේ අමා රස වෑහෙන මීවිත මා දෙතොලේ ඇත මට ළං වෙලා මේ යාමේ… හෝ හෝ හෝ හෝ හෝ හෝ හෝ හෝ හෝ... මා ඔබ හා අද යාළු වෙලා ඒ සතුටේ සිත මෝදු වෙලා මා සනසාලා මා සතපාලා වෑහීලා හද ආරාධනා... සීගිරියේ බිතු රූ විලසේ මා මිතුරේ අපි යාළු වෙලා ජීවිතයේදී මේ භවයේදී පෑහීලා අපි ප්‍රේමේ රසේ... සඳ පාන ලෙසට මේ හිරු තාප මිහි තලේ ඇති දාට හිතට ආදර සරණා හෝ හෝ හෝ හෝ හෝ හෝ හෝ... හෝ හෝ හෝ... ජීවිතයේ රස හා බැඳුණේ ආදරයේ මුව ගෑ කොතැනේ සාගරයේදී යා වෙමු පෑහී ආසාවේ අපි ආදරයේ ලෝකය මේ සැදුණේ තැනුනේ ප්‍රේම දයා සෙනෙහේ මතිනේ යාළුවනේ මේ මා හද යා වූ ආසාවේ මන ආදරයේ බැඳි දාට පෙම් ලොවේ කුළ බේද ලෝකයේ සිදු වූවෙ කොහෙද නෑ කිසි සරණා හෝ හෝ හෝ හෝ හෝ හෝ හෝ... හෝ හෝ හෝ...,ආශාවේ ආශාවේ,1752,ashawe ashawe
746,ටී.එම්.ජයරත්න,හේමසිරි හපිට,D major,පැරණි පොප්ස්,ක්ලැරන්ස් විජේවර්ධන,දෛවයේ සුළි සුළගේ වෙලී ජීවිතේ පැතු පැතුමන් සිඳී මා කෙරේ බැඳී සෙනෙහෙ බිඳී ඇය යාවි ඇදී ... ඇය යාවි ඇදී පාළුවූ මා සිතින් - චේතනා ගිලිහෙමින් නිමවූ අපේ - ආදරේ වේදනා ගෙනේ වාලුකා මිරිගුවෙන් - මංමුලාවූ ලෙසින් තනිවී මෙසේ - මා ලයේ ප්‍රර්ථනා සිඳේ,දෛවයේ සුළි සුළගේ,410,dayiwaye
747,"ග්‍රෙෂාන් ආනන්ද, හර්.ජෝතිපාල",හේමසිරි හපිට,Key,"කණ්ඩායම් ගීත, චිත්‍රපට ගීත",සරත් ද අල්විස්,ඉපදී ලොවේ නවාතැන් පළේ මිනිසා රඟයි රංගනේ භවයෙන් භවේ විරාමේ අපේ කාලේ ටිකයි ජීවිතේ සිනහා කඳුළූ එනවා යනවා මේ සිහින ගමනේ නැවතී ඉන්නා අම්බලමයි මාවතේ මේ පාළු කතරේ ඔබ මා හමුවී යායුතු මග මේ වේ අහගන්න මිතුරේ ලෝකය කරළිය වෙනවා මායාවේ නළුවෝ අපී නොනිමන්න මිතුරේ පහනේ චායා කිසිදා මේ අත්භවේ සුදිලේවි හැමදා නාමේ ඔබගේ හිරු සේ ආකාසයේ ජය ගන්න මතු දා පැරදුම පැරදිය යුතුවේ මේ ලෝක රඟ මණ්ඩලේ,ඉපදී ලොවේ,2352,ipadee lowe
748,කීර්ති පැස්කුවෙල්,හේමසිරි හපිට,Key,ගෝල්ඩන් පොප්,මහින්ද ගුවන්තොටුපළ,ඉස්සර ආදි කාලෙ වයලා වියෝලේ ඇහුවම නැටෙන තාලයේ මල් මල් බයිලා රාගකීවෙ යාළුවේ මේ වගෙ සතුටු සාදයේ හ කැපර්මිඤ්ඤ මායි බනාජී අර බැගර් මැලේ දවුන ජිවාජී කපිරිඤ්ඤ බයිලා ගයා වයාලා ලලයි ලාල කියමු නටාලා හැඩ වැඩ සාය හැට්ටෙ බොස්තරැක්කයේ ලස්සන තවම පේනවා රොසලින් ඩොරින් දෝන මේරි සුසානා දකින්න ආස හිතෙනවා ට්‍රැන්ගල් කොන්ගො බොන්ගො බැන්ජො රබානී නාදය තවම ඇහෙනවා අළුතෙන් ඇතත් රාග තාල ඇසීලා මේවත් බොහොම වටිනවා පෙර සිට පැවතෙන රසතග තවම තියේවී කලියුග කාලෙ මේවගේ ඉපැර දේකට අද ඇති අගය පෙනේවී මේ හැටි දියුණු ලෝකයේ,,1225,issara adi kale 
749,"චන්ද්‍රලේඛ පෙරේරා, රූකන්තා ගුණතිලක",හේමසිරි හපිට,Key,යුගල,රොහාන වීරසිංහ,මනලෝලී මනමාලියේ ඔය දෑසේ කැල්මන් හෙලා මාගෙ දෑතේ දැවටී ආවේ පවසන්නදෝ ආදරේ කවදා හෝ සංසාරයේ එක් වීලා අතිනත් වෙලා ආවා වගේ ඔබ මේ ආවේ පවසාලා ප්‍රේමාදරේ මුව මදහාසේ ඔබ මට පෑවේ විහිදා පෙම් ආරාධනේ ඉඟියෙන් වාගේ රහසින් කීවේ සැනසීමයි මේ ජීවිතේ ඔබ හිනැහේවී පුන්සඳ වාගේ පායාලා මාගේ ලොවේ ඈයිදෝ නොහෑගේ ලෙන්ගතු වූයේ ඔබ මා ලංවීලා මෙසේ ලතැවුල් කීවේ සංසිදවූවේ දෙනෙතේ දල්වාලා සෙනේ ඔබ සුව ගේනා සුවඳක් වාගේ පාවේවී මාගේ ලොවේ,මනලෝලී මනමාලියේ,820,manalolee manamaliye
750,එඩ්වඩ් ජයකොඩි,හේමසිරි හපිට,A minor,පැරණි පොප්ස්,සුනිල් ධර්මසේන,මේ මල් යායේ මා හා එක්වීලා ඈ පෑ සිනා ලංවෙලා රෑ තරු වාගේ නිවුණා මැලවීලා මා දෑසේ දී වේදනා // මා දෑතේ වේලිලා එදා… රෑ සීතේ සඳපානේ පියනැගුවා ඒ ඡායා සිහිනේ යාවී…. ඈ මාගේ නෙතු දැලේ දුක සැදුවා සෝ ගීතේ සවනේ යාවී… මා ලෝකේ තනිවූ සේ මට හැඟුනා ඈ මා හා පෙරදා මැවූ…. ඒ මායා මීදුම් සේ දුර ඇදුනා,මේ මල් යායේ,1993,me mal yaye
751,කීර්ති පැස්කුවෙල්,හේමසිරි හපිට,Key,ගෝල්ඩන් පොප්,ලෝරන්ස් ප්‍රනාන්දු,නීල අහසේ සැදෑ වළා ඇදෙනා යාමේ සිහිලේ ලංවී ගංගා තීරේ හිදිමු තනිවී ආදර සෙනෙහෙ සුවේ මවා සීත සෙවනේ මුවා වෙලා ආදර දෑසේ සිනා සලා බැඳිලා වෙළිලා මාගේ දෑතේ// කොඳුරා රහසින් කියනා වදනින් මා සිත සැනැහී නිවේ නිවේ මා වෙත යාවී සෙනේ පුදා ඉඳිනූ සැමදා මාගේ ලෝකේ// ළඳුනේ ඔබගේ සුවඳේ රැඳිලා මා සිත සැනැහී නිවේ නිවේ,නීල අහසේ,203,neela ahase
752,එච්.ආර්.ජෝතිපාල,හේමසිරි හපිට,Key,පැරණි පොප්ස්,සරත් ද අල්විස්,නිදි නැති රෑ යාමේ සීතේ සීතේ සීතේ සුමියුරු වේ මාගේ ගීතේ ගීතේ ගීතේ සවන් සැනසේවා රාව පැතිරේවා සැවොම තුටු වේවා වාසනා වේවා ගී පොත මා සතු වේවී ලොව ගී රජදහනක් වේවී මී විත පිරි ඉතිරේවී ඔබ ඒ මිහිරෙන් නැළවේවී සිතට කොඳුරා ඔබට කියනා රහස ගීය තමා පාළුව ඈතක පාවී සහනේ සැනසුම හිමි වේවි මේ ලෙස කාලය යාවී අද රෑ ගතවී එළි වේවි අදද තිබෙනා හෙටද ලැබෙනා සතුට ගීය තමා,නිදි නැති රෑ යාමේ,1323,nidi nethi ra yame
753,එඩ්වඩ් ජයකොඩි,හේමසිරි හපිට,A major,පැරණි පොප්ස්,සුනිල් ධර්මසේන,නිහඬ කල්පනා ලොවක තනිවෙලා ඔබ හඬයි කරන චෝදනා මොනවදෝ කියා නොමතැවෙයි නැඟෙන වේදනා තුරුණු මා වියෙ අපමණයි අචල ආදරේ බැඳුන ඔබ කෙරේ එලෙසමයි ඉවත පාවෙලා යන්න හිතුනෙදෝ මා කෙරෙන් වෙන අයෙක් කෙරෙ බැඳුනදෝ ඔයා ආදරෙන් සිහිනයක් ලෙසින් බොඳ වෙලා නොයන් මා සිතින් හිනැහිලා බලා සනසවන්න මා ඔය නෙතින් අසරණයි මෙමා වැරදි නැ කරේ කිසිදිනේ ඔබෙ සිතෙ සමා දෙනු මැනේ ලඳේ පා සෙනේ හදවතින් බිඳි වේදනා සුසුම් පාවුනේ නැතිවදෝ අපෙ සිත් එදා ලෙසින් යාවුනේ,නිහඬ කල්පනා,725,nihanda kalpana
754,එඩ්වඩ් ජයකොඩි,හේමසිරි හපිට,A major,පැරණි පොප්ස්,සුනිල් ධර්මසේන,නිල් නුවන් පෙඟෙන අඳුර ගලා නුරාවෙන් වෙළී මල් පිපෙන සුළඟ නීල වලා තුළට ගුලි වෙවී සඳ හොරෙන් සිනා වී නිල් දිය මතට පාවෙමින් හදේ දොරටු විවර කළෙමි සොඳුර ඔබෙ නමින් අඹ තුරින් තුරට මල් මුවරද පිරී..ලා… සිඹ තුටින් සිටිති සමනල් පෙළ ගැසීලා කිරි කවඩි සිනාවේ……. පෙළහර දකිනු රිසින් මගෙ සිත ගොළු වෙලා ළැම හසුන් රැඟුම් පා මනමත් කළා දෝ…. රත තොලින් තොලට දී සෙනෙහස රකී දෝ සිත සතුට ගෙනාවේ… ඔබමය මගේ හිතත් ඔබ ළඟ නැවතිලා,නිල් නුවන් පෙඟෙන,1463,nil nuwan pegena
755,නාමල් උදගම්,හේමසිරි හපිට,Key,නව පොප්,නාමල් උදගම්,නිසල වෙලා හද නොසැලී හසරැල් ආදර රතදර යුගෙන් ඔ‍බේ සසලව යයි සිත මැලවුණ ඔබේ වත දෝවමි කදුලැල්ලකින් මගේ ඔබ නැතිදා මේ ලොකේ තනිවේ මා………. දැවෙන සිතින් නෑ සිය මිතුරන් ඒ සැම හමුවේ සමුගෙන යන අවසන් ග‍මනේ නිහඩ මුවින් මාගේ පෙම්වතියේ උහුලන්නද මේ දුක කෙලෙසේ මා සමගින් එක්ව මේ භවයේ එක මග ආ ඔබ වෙන්වෙන්නේ නිහඩ මුවින් මාගේ පෙම්වතියේ උහුලන්නද මේ දුක කෙලෙසේ,නිසල වෙලා හද,1006,nisala wela hada
756,නාමල් උදගම්,හේමසිරි හපිට,Key,"පැරණි පොප්ස්, ඉල්ලීම",නාමල් උදගම්,ඔබ මුලාවී මා සොයාවී ඔහුගෙ ආදරෙන් ඉවත් වෙලා ඔබ සිතාවී මතු දිනේ මාගේ ආදරේ ලැබෙයි කියා.... බඹරු මලින් වෙන්වන්නේ නෑ රොන් අරගෙන ආයේ නොයන් නෑ රොනේ සුවඳ සිතන් යන්නෙ නෑ එලෙස ඔබට ඔහු කරන්නෙ නෑ ළහිරු කිරණ දුටු සැනෙකින් වාගේ විකසිත වුණ මල ඔබ ඒ වාගේ පැතුවත් හදවත ගන්න මට මාගේ මගේ ආදරේ ඔබට දෙන්නෙ නෑ,ඔබ මුලාවී,827,oba mula wee
757,චරිතය වෙනස් කිරීම,හේමසිරි හපිට,Key,"ගෝල්ඩන් පොප්, ඕල්ඩ් පොප්ස්",මහේෂ් ඩෙනිපාටියා,පහන් නොවන රැයක ඇවිද යමුද රිදී නිම්නයේ මල් මල් සිහින ලෝකයේ මට නැවුම් මිහිර දෙන්නෙ ඔබද පෙම් වසන්තයේ ලස්සන මේ යොවුන් වියේ ලංවුනේ මා ඔබෙන් සෙනෙහේ පතා සිතින් සිත පුරා රැඳුන සතුට නිම් නොවේ ඔබ සොයා එන්නෙ මං වෙන් නොවන අදහසින් පවසන්න ඔබට රත්තරන් හැඟුම් අත් බැඳී මේ ලෙසින් සුදු සේද මාවතින් දුර එහා තිබෙන සොඳුරු විල් තෙරේ නැවතිලා මුමුනමින් රස මියුරු පෙම් වදන් අපි ඉඳිමු ලබැඳි පෙම්වතුන් වෙමින්,පහන් නොවන රැයක,664,pahan novan rayaka
758,ටී.එම්.ජයරත්න,හේමසිරි හපිට,G major,පැරණි පොප්ස්,ක්ලැරන්ස් විජේවර්ධන,සොවින් බර නුවන් විදාලා තැවුල් පැවසුවා හඬාලා යොවුන් ආදරේ අපේ ගියේ ඇයි මෙසේ බිඳීලා…// හදේ ජනිත වූ අමාවන් සැබෑ ආදරේ අපේ මුසාවන් නිසා අනුන්ගේ බිඳීලා ගියා අහංකාර වූ සිනාවෙන් අපේ ආදරේ දවාලූ ලොවේ චෝදනා නිසා මැවේ වේදනා සදාතනික වූ හැඟීමෙන් මගේ ජීවිතේ පුරා යාවුනා කියා සිතූ මුත් ඔබේ ආදරේ කඳුළින් කොපුල් තෙමාලූ මගේ ආදරේ මකාලූ ඔබේ චේතනා නිසා සිතේ වේදනා,සොවින් බර,463,sovin bara
759,දිව්‍ය දේවත්වය,මහින්ද දිසනායක,Key,"නව පොප්, ඉල්ලීම",ගුණදාස කපුගේ,ඇසට අසුවන මායිමේ බඹර සැණකෙළි මල් විලේ ලසෝ ලැව් ගිනි ඇව්ලුනා සිත ඔබ මගෙන් වෙන් වූ දිනේ සියපතක් මත විසුල පිණි කැට සැඩ සුළං වැද සර සරින් හෙත// මගෙන් රිදවුම් දෙවුණු මොහොතක ඔබේ වත මට නැගෙයි සිහියට සතර අත පෙති විහිද විකසිත මලේ මල් මී මමණයුරු දැක// ඔබේ ලවනත සැදුන මීවිත මත් කලා මතකයි මගේ සිත,ඇසට අසුවන,1525,asata asuwana
760,ගුණදාස කපුගේ,මහින්ද දිසනායක,Key,"ක්ලැසික්, ඕල්ඩ් පොප්ස්",ගුණදාස කපුගේ,ආවාදෝ........ සංසාරේ// මා හා බැදී - සැමදා….. පාවි මාගෙ සෙවනැල්ල සේ ආවාදෝ........ සංසාරේ// ඔරුවක් පාවුනා පාලුවේ සාගරේ තොටියෙක් යාවුනා සිරුවේ සීතලේ// මිහිරේ ගී ගැයුනාවේ තනිය නසා තනිය නසා කතරේ වාලුකා පැයුමෙන් වේලුනා වැහැලා ඒ බිමෙ මී මලක් පිදුනා// සිහිල ලබා සිහිලැල්ලෙ නිවී ගියා නිවී ගියා,ආවාදෝ,1620,awado sansare
761,"දීපිකා ප්‍රියදර්ශනී, කරුණාරත්න ඩිවුල්ගනේ",මහින්ද දිසනායක,Key,නව පොප්,ගුණදාස කපුගේ,මුදු මුහුණේ සුව දැණුනේ පිය ළඳුනේ මට විතරද ඔබේ සුසුමේ සුව දැණුනේ හිමි සඳුනේ මට විතරද// පුළුලුකුලේ සුව යහනේ නිදි වැරුවේ මං විතරද// උර තලයේ හිස රන්දා සුව වින්දේ මම විතරද ඉඟ නෙරියේ රැළි බින්දේ පිය ළඳුනේ මං විතරද// ඉඟ නෙරියේ රැලි සැදුවේ හිමි සඳුනේ මගේ විතරද,මුදු මුහුණේ,1314,mudu muhune
762,දිව්‍ය දේවත්වය,මහින්ද දිසනායක,Key,ක්ලැසික්,ගුණදාස කපුගේ,නෙතට උළෙලක් විය එදා ඔබ කඳුළු බිදුවක් වුව මෙදා මේ තරම් හිත පාරවන්නේ මගෙන් වරදක් වුනිද මන්දා// ඔබෙන් තොර වූ ලෝකයක් ගැන හිතන්නට වත් නොහැකි හින්දා ඔබේ හිත වෙන අතක රන්දා එපා දුක ගෙන එන්න කැන්දා ඔබේ රුව රසදුනක් වූවට කමක් නැ මට තවත් ඇසකට නමුදු ඒ රුව තවත් කෙනෙකුට අයිතිවෙනු බෑ දරාගන්නට,නෙතට උළෙලක්,646,nethata ulelak
763,"ගුණදාස කපුගේ, කරුණරත්න ඩිවුල්ගනේ",මහින්ද දිසනායක,Key,"ක්ලැසික්, ඕල්ඩ් පොප්ස්",ගුණදාස කපුගේ,රුවක් ඇදෙනවා කවුදෝ එනවා මීවිත ඇතිරිය දෑස වසනවා හද පොදි බැදි රුව දියකර පා කර ඔබේ ලොවට මා..මොහොතින් එනවා සොදුරු යොවුන්විය මල් මඟ මුල හිද කිම තොල මීවිත පොඟවන්නේ...// නුරා විරහ ගිනි නිවා දමන්නයි සුරා වෙතින් මා දෙතොල තෙමන්නේ නැගුනු නුරා ගිනි මිනි පොද වැටිලා හතර අතින් දළුලා එනවා...// අවන්හලේ මී….විත තනිකරලා වරෙන් මලේ පියවර නගලා,රුවක් ඇදෙනවා,3378,ruwak adenawa
764,දිව්‍ය දේවත්වය,මහින්ද දිසනායක,Key,නව පොප්,ගුණදාස කපුගේ,උතුරින් එන දුම්රියෙ දේවී කවුළුව ළඟට වෙලා නොරවන් මට දේවී නැත මා කිසි වරදක් කරලා // මාල තෝඩු තාලි සිලම්බු අමනාපෙන් අහක බලන්නේ// ඔය නෝක්කඩු බැලුම් යටින් සෙනෙහසදෝ හඬා වැටෙන්නේ ගම හැරදා නුඹ ගියදා කෝවිල් යන හිත වැළපෙන්නේ// අපි දෙවියන් සමගයි තව ඉන්නේ සිනා සිසී ඔබ බිමට බසින්නේ,උතුරින් එන,562,uthurin ena
765,දිව්‍ය දේවත්වය,මහින්ද දිසනායක,Key,"නව පොප්, ඉල්ලීම",ගුණදාස කපුගේ,ඇසට අසුවන මායිමේ බඹර සැණකෙළි මල් විලේ ලසෝ ලැව් ගිනි ඇව්ලුනා සිත ඔබ මගෙන් වෙන් වූ දිනේ සියපතක් මත විසුල පිණි කැට සැඩ සුළං වැද සර සරින් හෙත// මගෙන් රිදවුම් දෙවුණු මොහොතක ඔබේ වත මට නැගෙයි සිහියට සතර අත පෙති විහිද විකසිත මලේ මල් මී මමණයුරු දැක// ඔබේ ලවනත සැදුන මීවිත මත් කලා මතකයි මගේ සිත,ඇසට අසුවන,1525,asata asuwana
766,ගුණදාස කපුගේ,මහින්ද දිසනායක,Key,"ක්ලැසික්, ඕල්ඩ් පොප්ස්",ගුණදාස කපුගේ,ආවාදෝ........ සංසාරේ// මා හා බැදී - සැමදා….. පාවි මාගෙ සෙවනැල්ල සේ ආවාදෝ........ සංසාරේ// ඔරුවක් පාවුනා පාලුවේ සාගරේ තොටියෙක් යාවුනා සිරුවේ සීතලේ// මිහිරේ ගී ගැයුනාවේ තනිය නසා තනිය නසා කතරේ වාලුකා පැයුමෙන් වේලුනා වැහැලා ඒ බිමෙ මී මලක් පිදුනා// සිහිල ලබා සිහිලැල්ලෙ නිවී ගියා නිවී ගියා,ආවාදෝ,1620,awado sansare
767,"දීපිකා ප්‍රියදර්ශනී, කරුණාරත්න ඩිවුල්ගනේ",මහින්ද දිසනායක,Key,නව පොප්,ගුණදාස කපුගේ,මුදු මුහුණේ සුව දැණුනේ පිය ළඳුනේ මට විතරද ඔබේ සුසුමේ සුව දැණුනේ හිමි සඳුනේ මට විතරද// පුළුලුකුලේ සුව යහනේ නිදි වැරුවේ මං විතරද// උර තලයේ හිස රන්දා සුව වින්දේ මම විතරද ඉඟ නෙරියේ රැළි බින්දේ පිය ළඳුනේ මං විතරද// ඉඟ නෙරියේ රැලි සැදුවේ හිමි සඳුනේ මගේ විතරද,මුදු මුහුණේ,1314,mudu muhune
768,දිව්‍ය දේවත්වය,මහින්ද දිසනායක,Key,ක්ලැසික්,ගුණදාස කපුගේ,නෙතට උළෙලක් විය එදා ඔබ කඳුළු බිදුවක් වුව මෙදා මේ තරම් හිත පාරවන්නේ මගෙන් වරදක් වුනිද මන්දා// ඔබෙන් තොර වූ ලෝකයක් ගැන හිතන්නට වත් නොහැකි හින්දා ඔබේ හිත වෙන අතක රන්දා එපා දුක ගෙන එන්න කැන්දා ඔබේ රුව රසදුනක් වූවට කමක් නැ මට තවත් ඇසකට නමුදු ඒ රුව තවත් කෙනෙකුට අයිතිවෙනු බෑ දරාගන්නට,නෙතට උළෙලක්,646,nethata ulelak
769,"ගුණදාස කපුගේ, කරුණරත්න ඩිවුල්ගනේ",මහින්ද දිසනායක,Key,"ක්ලැසික්, ඕල්ඩ් පොප්ස්",ගුණදාස කපුගේ,රුවක් ඇදෙනවා කවුදෝ එනවා මීවිත ඇතිරිය දෑස වසනවා හද පොදි බැදි රුව දියකර පා කර ඔබේ ලොවට මා..මොහොතින් එනවා සොදුරු යොවුන්විය මල් මඟ මුල හිද කිම තොල මීවිත පොඟවන්නේ...// නුරා විරහ ගිනි නිවා දමන්නයි සුරා වෙතින් මා දෙතොල තෙමන්නේ නැගුනු නුරා ගිනි මිනි පොද වැටිලා හතර අතින් දළුලා එනවා...// අවන්හලේ මී….විත තනිකරලා වරෙන් මලේ පියවර නගලා,රුවක් ඇදෙනවා,3378,ruwak adenawa
770,දිව්‍ය දේවත්වය,මහින්ද දිසනායක,Key,නව පොප්,ගුණදාස කපුගේ,උතුරින් එන දුම්රියෙ දේවී කවුළුව ළඟට වෙලා නොරවන් මට දේවී නැත මා කිසි වරදක් කරලා // මාල තෝඩු තාලි සිලම්බු අමනාපෙන් අහක බලන්නේ// ඔය නෝක්කඩු බැලුම් යටින් සෙනෙහසදෝ හඬා වැටෙන්නේ ගම හැරදා නුඹ ගියදා කෝවිල් යන හිත වැළපෙන්නේ// අපි දෙවියන් සමගයි තව ඉන්නේ සිනා සිසී ඔබ බිමට බසින්නේ,උතුරින් එන,562,uthurin ena
771,සුජාතා අත්තනායක,කේ.ඩී.කේ ධර්මවර්ධන,Key,"ගෝල්ඩන් පොප්, ඉල්ලීම",ස්ටැන්ලි පියරිස්,අද හවසට මා හමු වනු මැනවී රැඟුම් බලන්නට කලාගාරයේ මගෙ මේ ඇරයුම ඉවත නොලා මගෙ මේ ඇරයුම ඉවත නොලා නර්තන රංගන සිතුවම් එනවා ඔබ එහි රස විඳිනට මැළිවෙනවා එක දවසක් හෝ ඔබ මා සමගින් රැඟුම් බලන්නට යන්නට එනු මැන කෙල්ලක සතු නිදහස සීමාවෙයි සිතු සේ දිව ඇවිදින්නට බැරිවෙයි එහෙයින් නාවත් ඇරයුම පිළිගෙන රැඟුම් බලන්නට හවසට එනු මැන,,2224,ada hawasata ma 
772,මිල්ටන් මල්ලවරාච්චි,කේ.ඩී.කේ ධර්මවර්ධන,D major,පැරණි පොප්ස්,ක්ලැරන්ස් විජේවර්ධන,අද හෙට ඔබ මා අත හැරයන බව දැන ගන්නට ලැබුනා - රහසින් මට හැඬුනා ඔබ රවටා නැත ඔබ හඬවා නැත දැන දැන මා නම් වැරදි කළේ නැත ඔබ ගැන මට පුදුමයි වෙනසට තතු නොහැඟෙයි යොමුවී වෙනතක ඔබ තනිවූ දින තනියට සිටියේ මා පමනකි ලඟ දැන් ඔබ මා රිදවා යලි වෙනතක බැඳිලා,අද හෙට ඔබ මා,3197,ada heta oba ma
773,ග්‍රේෂන් ආනන්ද,කේ.ඩී.කේ ධර්මවර්ධන,Key,"චිත්‍රපට ගීත, ඉල්ලීම",ග්‍රේෂන් ආනන්ද,ආදර සීනුව පෙම්ලොව දොර ළඟ රැව් දෙන්නේ ජීවන විජිතේ ආදර දෙවඟන හිනැහෙන්නේ ලස්සන හදවත් පමණයි ආලය හඳුනන්නේ මේ ආදරයට යා හැකි දුර නෑ මා දන්නේ // සංසාරේ හුරු සුවඳයි මට ඈ ගෙන එන්නේ මාගේ දුප්පත් කමටයි ලොව එදිරිව ඉන්නේ ජය ටැඹ පෙනුනත් ජය හිමි වේදෝ නැහැ දන්නේ යා යුතු මාවත කොයි අත වේදෝ නෑ දන්නේ කාගේ වේවා ලේ එක වාගේ දිස් වන්නේ අහසයි මුහුදයි ළං වී දෙනුවන් රවටන්නේ ආලය මායා සිහිනය වේදෝ නැහැ දන්නේ කාලය විසඳුම් දෙනතුරු ඉන්නද සිදුවන්නේ,ආදර සීනුව,1463,adara seenuwa
774,මර්වින් පෙරෙයිරා,කේ.ඩී.කේ ධර්මවර්ධන,Key,පැරණි පොප්ස්,පුන්යසිරි මහව්,ආදරේ රන් බිඟුන් නැසූ බාදුරා මල ඔබයි ලදේ ආදරේ රන් බිඟුන් නැසූ කපුරු මල ‍ඔබ තමයි ලදේ// ගලන ගඟුලක් ලෙසින් දුටු ඔබයි මිරිගුව මුවන් නැසූ// රසය ඇතිකර පනත් නැසූ ඔබයි පැණි බිද විසක් මුසූ රුදුරු ලෙස කැළබිලා හැමූ සුළඟ ඔබ වෙයි පහන් නිවූ// ලෙවන් කීවත් ලදේ සෙනේ සුපුන් සඳ ඔබ තමයි මගේ,ආදරේ රන් බිඟුන්,3091,adare ran bigun
775,චන්ද්‍රකුමාර් කන්දනරාච්චි,කේ.ඩී.කේ ධර්මවර්ධන,E minor | Beat,"පැරණි පොප්ස්, ඉල්ලීම",චන්ද්‍රකුමාර් කන්දනරාච්චි,ඇගෙ සිනහව තහනම් ගෙදරින් මට තහනම් සැලවෙයි ගෙදරට ඇය හමුවුණොතින් චරපුරුෂයෝ දැන් මා වටලා යන එන හැම තැන් මුර දාලා යන එන හැම තැන් මුර දාලා යාබද නිවසේ ඇය ඉන්නේ එනමුදු ගව්වක දුර වැන්නේ එනමුදු ගව්වක දුර වැන්නේ යාබද නිවසේ ඇය ඉන්නේ පෙළපත කුලගොත වෙනස් වෙලා නෑදෑ පිරිවර හරස් වෙලා නෑදෑ පිරිවර හරස් වෙලා පෙළපත කුලගොත වෙනස් වෙලා,ඇගෙ සිනහව තහනම්,1526,age sinhawa thahanam
776,මිල්ටන් මල්ලවරාච්චි,කේ.ඩී.කේ ධර්මවර්ධන,G major,පැරණි පොප්ස්,ස්ටැන්ලි පියරිස්,අමා රන් හැඟුම් පිරී - සෙනෙහේ බිඳීලා කඳුලැල් ගලා යාවී - දෙනුවන් විඩා වූවා // අමා රන් හැඟුම් පිරී නල වැල් වැදීලා - රුවලත් ඉරීලා රල වැල් ගැටීලා - නෙෳකා බිඳී වැනසී ගියා වන මල් පිපේදෝ - බඹරුන් හඬා දෝ මේ දුක් ඇසේදෝ - ඔබගේ හදේ කිසිදා ලඳේ,අමා රන් හැඟුම්,674,ama ran hengum
777,සුජාතා අත්තනායක,කේ.ඩී.කේ ධර්මවර්ධන,Key,"ගෝල්ඩන් පොප්, ඉල්ලීම",ස්ටැන්ලි පියරිස්,අද හවසට මා හමු වනු මැනවී රැඟුම් බලන්නට කලාගාරයේ මගෙ මේ ඇරයුම ඉවත නොලා මගෙ මේ ඇරයුම ඉවත නොලා නර්තන රංගන සිතුවම් එනවා ඔබ එහි රස විඳිනට මැළිවෙනවා එක දවසක් හෝ ඔබ මා සමගින් රැඟුම් බලන්නට යන්නට එනු මැන කෙල්ලක සතු නිදහස සීමාවෙයි සිතු සේ දිව ඇවිදින්නට බැරිවෙයි එහෙයින් නාවත් ඇරයුම පිළිගෙන රැඟුම් බලන්නට හවසට එනු මැන,,2224,ada hawasata ma 
778,මිල්ටන් මල්ලවරාච්චි,කේ.ඩී.කේ ධර්මවර්ධන,D major,පැරණි පොප්ස්,ක්ලැරන්ස් විජේවර්ධන,අද හෙට ඔබ මා අත හැරයන බව දැන ගන්නට ලැබුනා - රහසින් මට හැඬුනා ඔබ රවටා නැත ඔබ හඬවා නැත දැන දැන මා නම් වැරදි කළේ නැත ඔබ ගැන මට පුදුමයි වෙනසට තතු නොහැඟෙයි යොමුවී වෙනතක ඔබ තනිවූ දින තනියට සිටියේ මා පමනකි ලඟ දැන් ඔබ මා රිදවා යලි වෙනතක බැඳිලා,අද හෙට ඔබ මා,3197,ada heta oba ma
