Artist,Lyrics,Key,Genre,Music,Song,Title,Guitar,Visits
Nanda Malani,Ajantha Ranasinghe,C minor | Beat,"Classics, Movie Songs",Sarath Dasanayaka,රන් කෙන්දෙන් බැඳ අතැඟිලි එක්කල ආදරයයි පෙම් රැහැනින් බැඳ සිතුම් වසඟ කල ආදරයයි..// කිරිලියසේ දුර පියා සලාලා අත්තටු රිඳුනා පමණයි.. දෑල විදාහල දෑත මගේ ඔබටත් ඔහුටත් උරුමයි.. හිරු සඳු එකවර දෙපස නැගේ.. කළුවර ඇයි විජිතයම මගේ කනාටු සුළඟේ දුහුල් මලකි අද වල්මත් වී පාවෙන්නේ.. ඔබගෙන් දෝ - ඔහුගෙන් දෝ මා හෙට දින සමුගන්නේ...///,ran-kenden-banda,INTRO |Cm|Fm|Cm|Cm| |Cm|- |Bb|- |Ab|- |Cm|- | CHORUS Cm G		G7 Cm G 	 Fm Fm	Cm	G Cm INTER 1 |G |- |Cm|- | |Cm|- |Bb|- |Ab|- |Cm|- | |Fm|- |Cm|- | G|- |Cm|Bb| |Ab|Cm| VERSE 1 C	 Bb Bb	 Ab Ab	 G	 Cm Cm G7 Cm Cm	G	 Cm Cm	Bb G	Cm INTER 2 |Cm|Fm|Cm|- |Cm|Bb|Cm|- | |Bb|Cm|Bb|Cm|Bb|Fm|Cm|- | VERSE 2 Cm	 Bb Cm G G7 Cm Cm	 Fm		Cm Bb	 Cm,1718
H.R.Jothipala,Ajantha Ranasinghe,F minor | Beat,Request,Sarath De Alwis,රත්තරන් පෙම් පුරාණේහී සිතුවම් මකා යන්න මගේ අන්ධ නෙත් තාම නොපෙනේ ළඳේ මට ඔබේ කුරිරු පිටුපෑම නොපෙනෙන්න නම් දිළිඳු මේ අන්ධ නෙත් වාසනාවන් ළඳේ ලොවක හිරු එළිය සඳ පහන දැක ගන්න හෝ උරුම පින් මහිම නැති මා වාගේ අන්ධයෝ කිමද නෙතු දිලෙන අඟනුන්ට බැන්දේ සෙනේ ඔබ නොවේ ළඳුනි මා අතිනි වරදක් උනේ ලොව පෙනී ඔබ ද ලොව අඳුරු මට පෙම් බැඳී උන්නු ඒ යුගය අවසන් ද මගේ ලොව බිඳී රත්තරන් පෙම් පුරාණේහී සිතුවම් මකා යන්න මගේ අන්ධ නෙත් තාම නොපෙනේ ළඳේ තේජ අසමාන බලධාරි දෙවියන් පවා දෑස නැති උන් රකින්නේ ද සැනසුම් දෙවා දෑස ඇති අයට පමණක් ද උරුමේ සෙනේ ළඳුනි ආදරය අඳ අපට නැතිදෝ අනේ,raththaran-pem,INTRO ||Eb | - |Fm | - || |Bb | - |Fm | - | |Bb |Eb |Fm | - | CHORUS Eb Fm Eb Eb Fm Eb Fm Eb Eb Fm INTER ||Bb | - |Fm | - | |Bb |Eb |Fm | - || VERSE 1 Bb Fm Bb Eb Fm |Eb | - |Fm | - | Bb Fm Bb Eb Fm CHORUS Eb Fm Eb Eb Fm Eb Fm Eb Eb Fm Back To Chorus VERSE 2 Bb Fm Bb Eb Fm |Eb | - |Fm | - | Bb Fm Bb Eb Fm Back To Chorus,542
H.R.Jothipala,Ajantha Ranasinghe,G minor | Beat,"Classics, Movie Songs",Sarath De Alwis,රුවන් වලා විමානේ සිරි යහනාවෝ දුටුවාදෝ..// දෝතින් ඔබේ අරගන්න මා සතපන්න ඒ යහනාවේ..// රුවන් වලා විමානේ සිරි යහනාවෝ දුටුවාදෝ මේ දෑත සීතල ඇයිදෝ මට පවසන්න කොඳුරා ලඳේ නෑ තාම උණුසුම කුමරූ යමු තනිවෙන්න මිටියාවතේ ළංවෙන්න ලඟ ඉන්න කුමරී විලවුන් විජිතේ මගේ වාසනා කඳුයාය අතරේ සුහදේ පෙම් විහඟුන් පරාදීසයේ මධු චන්ද්‍ර ඇරයුම් ගයනා අර ඇසුනාද මනමාලියේ පවසන්න මට ලංව මුමුණා මා පෙර නෑසූ පෙම් ගායනා,ruwan-wala-vimane,INTRO |Gm |- |Eb |- |Gm |- | |Gm |- |F |- |Eb |- |D |Gm | CHORUS Gm Bb Cm	 F Eb	 D Gm	 Cm	F		 D7 Gm Bb Cm	 F Eb	 D INTER |Gm |- |- |- |F |- |Gm |- | |Ab |- |G |- |Ab |- |Gm |- | |Cm |F |D |Gm | VERSE 1 Gm	 C		 F	 F7	 Gm Gm	 C	 F	 F7	 Gm Gm	 Eb	 F		Gm		D7 VERSE 2 Gm	 C		 F	 F7	 Gm Gm	 C	 F	 F7	 Gm Gm	 Eb	 F	 Gm		 D7,1683
Amara Ranathunga,Ajantha Ranasinghe,C major,Old Pops,Dayarathna Ranatunga,සැළලිහිනියෝ නුඹ දන්නෙ නෑ // පෙම් හිතක සුවය හඳුනන්නෙ නෑ සාගරය බඳු පෙම් ආදරය දැනුනොත් නුඹ කූඩුවේ ඉන්නෙ නෑ// වෙන කාටවත් හේම නොකියන් හොඳේ මං උඹට රහසක් කියන්නං// මං ආදරේ කියන මට ආදරේ කරන කුමරෙක් මටත් ඉන්නවා අපි ආදරෙන් ඉන්නවා වෙන කාටවත් හේම නොකියන් හොඳේ මං උඹට රහසක් කියන්නං// අහසින් පියාසරන ආදර හැඟුම් මහිම දැන්නං අපිත් දන්නවා අපි ආදරෙන් ඉන්නවා,salalihiniyo,INTRO | C | Bm | G |Bm | | Am| G | C |Dm | | C | | C | G7| | C | G7| CHORUS C G G7 C F G C C Am F Dm G G7	 C INTER 1 & 2 | G | - |Bm | - | D | - |Em | - | |Em | D |Em | B | B | C |Em | C | VERSE 1 C	 F C F C F G F G C C G7 C VERSE 1 C	 F C F C F G F G C C G7 C,2517
T.M.Jayarathna,Ajantha Ranasinghe,A minor,Old Pops,Premasiri Khemadasa,සීගිරි ලඳුනේ ඇයි තනිවී නිහඬව ඉන්නේ ඇයි ගොළුවී කැටපත් පවුරේ ගීපද ලීවේ ඔබදෝ ප්‍රේම පුරාණේ මීවිත දෙතොලේ රැඳවූ සොඳුරු වෙලාවේ මල්ගොමු සරලා ඔබදෝ මල්දම් ගෙතුවේ වන මැද අරණේ ආදර සෙවනේ කිංකිනි හඬ නැංවුව සුර ලඳුන් ලෙසේ සීතල සුලඟේ මුසුවී සුසුම් පාවෙලා ඒ රජ දනනේ ජීවන ගීතයක් වුනා මේ ගිරි මුදුනේ ඔබෙ රුව ලඳුනේ සිත්තර තෙළිතුඩකින් සිතුවමක් වුනා,seegiri-landune,INTRO |Am | - | - | - | |Dm | G | - |C/G| |F/G|Am/G|Am| + | CHORUS Am Am		 F F		 E G	 Am INTER |Am | - | - | - | |Am | F | F |Am | | G | E | Am| - | VERSE 1 Am E7	 G		Am Am E7	 G		Am E F G	 F E VERSE 2 Am E7	 G Am Am E7	 G Am E F G	 F E,955
Charitha Priyadarshani,Ajantha Ranasinghe,C Major | Beat,"Inspirational, Request",Edward Jayakody,සීනුව වදින තුරා මුළු පාසැල් මිදුල පුරා වැලි දූලි නාන දඟ පොඩි එවුන්ට වේවැල් කසාය දෙන්නම් සීනුව වදින තුරා මුළු පාසැල් මිදුල පුරා වැලි දූලි නාන දඟ පොඩි එවුන්ට වේවැල් කසාය දෙන්නම් කවටකමට නොව මා එහෙම කිව්වෙ ළමයෝ ටිකක් දඟ වී හුඟක් කැපවී පාඩමේ යෙදෙමු උදුරලා හෝ සොරා ගනු බෑ අපි උගත් දේවල් අකුර අකුර ලියලා පොතින් පොතද කියවා පන්තියේදී කැකුළු පිපිලා හෙට කුසුම් වේවී නංගි මල්ලි අපට ඕනෑ එහෙම හොඳ දරුවන්,seenuwa-wadina-thura,INTRO | C | - | G | F | |Dm | - |G7 | C | | C |C7 | F | C | | C |G7 | + |G7 | CHORUS C Am C F C G F Em C Dm C | G7 C Am C F C G F Dm Em Am Dm C INTER | C | - | G | F | |Dm | - |G7 | C | | C |C7 | F | C | | C |G7 | C | - | VERSE 1 C G G7 C C Dm C C Dm Dm G7 C|G7 Back To Chorus VERSE 2 C G G7 C C Dm C C Dm Dm G7 C|G7 Back To Chorus,835
Raj Senevirathna,Ajantha Ranasinghe,Bb Major | Beat,"Old Pops, Request",Stanley Pieris,සිලි සිලි සීතල ඇල්ලේ දිය සැලි සැලි යයි නැළවිල්ලේ නැහැවෙමු මේ කඳු නිල්ලේ අපි ඔංචිලි චිලි ඔංචිල්ලේ// මිහිදුම් සළුවේ දැවටී නැළවී ලා දළු තේ පඳුරේ හිමිදිරි සීතල කඳුකරයේ හමුවෙමු අපි දෙන්නා නිල් තණ පලසේ පිණි කැට දිලිසේ මුතු පාවඩ අතුරා සිතු පෙම් මෝහන රජ දහනේ හමුවෙමු අපි දෙන්නා,sili-sili-seethala-alle,INTRO/INTER |Bb/F|Eb/Dm| F |Cm | |F/Eb|Dm/Eb|F7 |Bb | | F | - |C# | - | | F7 | - |Bb | - | | Bb | Gm |Bb |Cm | | Bb | Dm |Cm |Bb | CHORUS Bb Bb F Cm F F7 Bb VERSE 1 Bb Eb Bb Bb Cm Eb Bb F Eb/ F Bb VERSE 2 Bb Eb Bb Bb Cm Eb Bb F Eb/ F Bb,3129
T.M.Jayarathna,Ajantha Ranasinghe,F minor,Old Pops,Premasiri Khemadasa,සිතට දැනෙන මේ ලතැවුල් ඉවසන්නම් ඔබේ නමින් ජීවිතයේ කෙදිනක හෝ සැනසෙන්නට පතා ඔබෙන් // අද ඔබ නැති බිම තනිවී සිත දවනා අඳුරු හැඟුම් ඉවසන්නම් කවදා හෝ ඔබ හමු වේ නම් අද තනි යහනක වැතිරී ‍රැය නොනිදා නගන සුසුම් විඳගන්නම් කවදා හෝ ඔබ ළං වේ නම්,sithata-danena,INTRO |Fm| - |Eb | - |C# | - |Eb | - | |Fm| - | CHORUS Eb Fm Eb Fm Eb Eb7	 Ab Fm INTER |Fm | - | - | - |Ab | - | - | - | |Bbm| - |C#+| - |Bbm| - | - |C# | |Ab |Cm|Cm/Fm|Fm| |Ab |Cm|Cm/Fm|Fm| VERSE 1 Fm		 Eb Ab Fm Eb	 Fm Eb	Fm Eb Eb7	 Ab Fm VERSE 2 Fm		Eb Ab Fm Eb	 Fm Eb	 Fm Eb Eb7	 Ab Fm,1752
Rookantha Gunathilaka,Ajantha Ranasinghe,G major | Beat,Movie Songs,Rohana Weerasingha,සුවඳ දැනී දැනී දැනෙනවා උදා හිරු එළියේ අළුත් ඉරක් දෝ මේ හිතට ගලනවා හීත බිඳු බිඳු හීන් පිනි හුළඟේ හිනස්සා හිත හැඟුම් සුවඳ දැනී දැනී දැනෙනවා ඊයේ නොදුටූ ලස්සන ලෝකය අද කොහෙන් හෝ හෙමිහිට ඇවිදින් මිදුල දිගේ මට තුරුළු වෙනවා ජීවිතේ සුන්දර ද මෙතරම් සුවඳ දැනී දැනී දැනෙනවා රෑන රෑන් එන පාට පාට සමනලයෝ පේන පේන මල සිප ගන්නෝ ආදරේ…. ඔච්චම් කර කර හංකිති කවනා ආදරේ බලාපොරොත්තුව දෝත දරා මඟ බලා හිදී ඔබ එනතුරා ආයේ හෙට දවසක් තියේවී අද වාගේ ජීවිතේ සුන්දර ද මෙතරම්,suwanda-danee,INTRO | G | - | G | - | | G | - |Bm | - | | D | C | G |Bm | |D7 | G | CHORUS G Am D7 G Em C Am G Em Am D7 G Em Bm D G Am D7 Bm INTER 1 |Em | G | C | - | |Bm | G |Eb | - | | F |D7 | G | - | VERSE 1 G C Am D G G C Am D G G Bm C G Em|Eb7/G| G Am D7 G Back To Chorus INTER 2 |Em | -|Em/Am|Am | | B |Eb7|Em | G | VERSE 2 G Em C G C Am D D7 G Em|D|Em/D| Am D G|Em Bm C G G C G D Am C G G Bm C G Em|D7/G| Back To Chorus,6555
Rookantha Gunathilaka,Ajantha Ranasinghe,Eb major | Beat,Inspirational,Rookantha Gunathilaka,මා ඔබ ළඟ අම්මේ උකුලට නාවත් එදා වගේ මා පොඩි පුතු අම්මේ යොදුනක් ඈතින් උන්නත් මා මා ඔබෙ ලග අම්මේ මා ඔබ ළඟ අම්මේ කටු කොහොලින් පිරි මට හිමි ලොකේ ඔබ සරණයි අම්මේ රෑ දහවල මට සෙවනෙල්ලක් වේ සුවද ඔබෙ අම්මේ මා ඔබ ලග අම්මේ අත පය දෑඩිවි වෑඩිහිටි වුමා ඔබ සෙවනේ අම්මේ කුරා කුහුඹුවෙකි දිය රෑස් දහරේ මතු මතුදා අම්මේ මා ඔබ ලග අම්මේ,ukulata-nawath,INTRO |Cm |Gm|Ab|Bb7-| Ab Bb Eb CHORUS Eb	 Bb Eb Ab G7	Bb Ab	 Abm	Gm Cm Fm7 Bb7 Eb/Bb7 Ab Bb Eb INTER || Eb | - | Fm | - | | Bb | Eb | Bb | Eb || VERSE 1 Ab		 Eb Bb7	 Eb Ab D7 Gm7 Fm7 Bb Eb Gm7/F#m7 Fm7	Bb Eb B/B7 Back To Chorus VERSE 2 Ab		 Eb Bb7	 Eb Ab D7 Gm7 Fm7 Bb Eb Gm7/F#m7 Fm7	Bb Eb B/B7 Back To Chorus,1132
"H.R.Jothipala, Latha Walpola",Ajantha Ranasinghe,G minor | Beat,"Duets, Movie Songs",Sarath De Alwis,විල්ලුද පුංචි දෙපා කළුකර ගන්න එපා අව්වට යන්න එපා දාවලේ අවලස්සන වේවී සිරියාවී මට රිදවන්න එපා මග හැර යන්න එපා තරහා වෙන්න එපා මේවගේ අනුකම්පා නැතිදෝ සිරියාවී මේ හැටි ආඩම්බරදෝ පූරුවේ පිනින් ලැබූ මගෙ දේවී// ලා…..ලා ලා ලා ලා..ල ල ල ලා ලා ලාඅ ආ.. ලාඅ ආ… ලාආ.. උදයට පින්න වගේ සයුරට රැල්ල වගේ ඉන්නේ මං නේදෝ සීදේවී සිත වාවන්නෙ නැතේ දිවි නහගන්න සිතේ ඩිංගක් හිනැහෙන්කෝ සීදේවී සරදම් චාටු කතා මට කීවාට ගොතා ආයෙත් රැවටෙන්නෙ නෑ මායම් අරුමෝසම් වරදීවී ගිනියම් අව්ව වැදී හැඩ රුව යාවි මැකී මගෙ හිත ඒ හින්දා වැලපේවී සිරිපොද බිංදු වගේ දොතට එන්න මගේ මේ හිත ආදරයෙන් හිනැහේවී පියුමට සුවඳ වගේ සුවඳක පියුම වගේ සිතිවිලි අප දෙන්නාගේ දවසක මං ලොකේ රජ වේවී,villuda-punchi-depa,INTRO ||G |- |F |- |Bb |- |G | - || |G |- |D |- |G |- |D |- | ||Gm |D |- |- |F |- |Gm |- || CHORUS Gm Gm		 D7 D7 Gm Gm Gm		 D7 D7 Gm Gm		 D D D7	Gm INTER 1 |Gm |- |Cm |- |D |- |Gm |- | |Gm |Cm | Gm D	 F Cm	 Gm	 D Gm | + | + | + | + | VERSE 1 Gm D7		 Gm Gm D7		 Gm Gm Cm	 F Gm Gm		 D7 D7 Gm INTER 2 |Gm |- |C |- |D |- |C |Gm | |D |- |- |G |G |- |- |D7 | |Gm | + | + | + | VERSE 2 Gm D7		 Gm Gm D7		 Gm Gm Cm	 F Gm Gm		 D7 D7 Gm,963
T.M.Jayarathna,Ajantha Ranasinghe,A minor,"Classics, Old Pops",Premasiri Khemadasa,වළා තීරයෙන් එහා කොහේද ලෝකයක් සොයා ඇදෙන් පැතුම් බිඟුන් අපේම ලෝකයක්… අපේම ලෝකයක් තරංඟයක් ලෙසින් අදී බිදී නොයන් සිතින්.. වසන්තයක් ලෙසින් උදාව එන්න ජීවිතෙන්... සිහිල් සහන් සුසුන් සරින් පවන් රොදක් ලෙසින්... නැවුම් පැතුම් අරන් වඩින්න පෙම් උයන් දොරින්..,wala-theerayen,INTRO |Am | - | C | - |Am | - | C | - | |Em | - | G | - |Em | - | G | - | |Am | - | F | - |Dm | - | C | - | | F |Am | G |Am | CHORUS C	 G		 E Am	 G C F C Am E E7 Am INTER ||Am |Dm | Am |Ebdim|| |Am | - | | G | - | Am | - | G | - | C | - | |Am | - | C | G |Am | D | F | Am| VERSE 1 Am Em Am F G C Dm	 C G	 Am VERSE 2 Am Em Am F G C Dm	 C G	 Am,1025
Milton Mallawarachchi,Ajantha Ranasinghe,G major,Old Pops,Stanley Pieris,වීදි කොනේ මාවත අද්දර හඬනා කිරි දරුවෝ කවදා හෝ නුඹ වියපත් වූ දා පියා කොහේදැයි මවගෙන් අසනු එපා මමත් පියෙකි පුත නුඹ වැනි දරුවකුගේ මටත් දැනේ ඔය පොඩිසිත දැවෙන රඟේ බලා ඉඳිමි මා නුඹ නළවන්නට පොඩි හිස අතගා සුරතල් පුතේ කියා පියෙක් ඉඳියි පුත උඹටත් කොතැනක හෝ පිනක් නැතිද ඒ සෙවණේ ඉන්න අහෝ සිනාසියන් පුත කිරි දත් පෙන්නා මා අමතන විට සුරතල් පුතේ කියා,weedi-kone,INTRO / INTER | G | - | - | - | G | C | F | G | | G | - | - | - | - | - | - | - | | F | - | - | - | G | - | - | - | | G | F | G | F | G | F | G | - | CHORUS G C G G F G|-|F|G| G C G F G F G F G VERSE 1 G C G D C D G G7 C G G F G F G|-|F|G| VERSE 2 G C G D C D G G7 C G G F G F G|-|F|G|,2244
Neela Wickramasinghe,Ajantha Ranasinghe,Bb major | Beat,Old Pops,Rookantha Gunathilaka,යාළුවේ සිතින් හඬන්නෙපා මාළුවෝ තවත් හිඳී ජලේ ප්‍රේමයේ රඟේ තාරුකා වගේ රෑ දිලී උදේ නිවී නිවේ සෑම ප්‍රේමවන්තයෝ රෑ දිවා හැඬූ නෙතේ බිංදු බිංදු ඈත පායලා සාගරේ තරංග සේ හෝ හඬින් විලාප දේ ඒ උදාර ආදරේ අමා ලෝ උපන් දිනේ පටන් ප්‍රේම වේදනා සුසුම් මේ කුණාටු සීත මාරුතේ දේශ දේශයේ පවා ලෝ නිරන්තරේ දවා යෞවනේ නිසාලු යාළුවේ,yaluwe-sithin,INTRO/INTER |Bb | - | F | - | |Eb | - | F | - | | F | - |Cm | - | |Dm |F7 |Bb | - | |Gm |Bb |Dm |Gm | |Bb |F7 |Bb | - | CHORUS Bb F7 Bb Bb F7 Bb F Eb Bb Bb F7 Bb|F7 VERSE 1 Bb F Eb F7 Bb Bb Eb Cm D7|F7 Back To Chorus VERSE 2 Bb F Eb F7 Bb Bb Eb Cm D7|F7 Back To Chorus,993
Nanda Malani,Ajantha Ranasinghe,C minor | Beat,"Classics, Request",Rohana Weerasingha,යනවානං අනේ මං අරං යන තැනකට යන්න රත්තරං// හිඟා කකා කොළපතක් අරං ලුණුයි බතුයි කමුකො රත්තරං// සීත හිමේ කඳුපාමුල හින්දි සින්දුවක් කිය කිය හිඟාන ආ ලුණුයි බතුයි කමුකො රත්තරං ඊට පස්සේ දුන්හිඳ ළඟ නටමු රත්තරං සතය සතය එකතු කරල රහසේ කැටයකට දමල නුවරඑළියෙ ටජ් මහලක් හදමු රත්තරං සාරි ඉරල ජනෙල් වලට දමමු රත්තරං,yanawanam-ane-man,INTRO ||Cm |Bb |Cm/Ab|Cm|| |Bb |Gm |Bb |Cm | |Cm | - | CHORUS Cm Ab|Cm| Bb Fm Cm Cm Bb Bb Cm INTER |Cm | - | - | - | |Bb |Fm |Eb |Cm | |Cm |Bb |Eb|Ab/Cm| VERSE 1 Cm Ab (Cm|-|) Cm B+ Eb Fm Bb Cm Back To Chorus VERSE 2 Cm Ab (Cm|-|) Cm B+ Eb Fm Bb Cm Back To Chorus,392
Chandana Liyanarachchi,Nihal Gamhewa,E minor | Beat,Old Pops,Nihal Gamhewa,ඇහල මල් ‍පිපෙනා දෙවට දිගේ නුඹ පියමැන්නා පුන් පෝය දාක සඳ විලසින් මුහුණ පෙනෙන්නා ඈත මෑත කොතැනක හෝ කවුරුත් නොයෙනා වැට ළඟ හිඳිමින් මං එබී බලන්නම් වත්සුණු තැවරූ ගත මට අගේ නොවෙන්නා වනේ පිපුණු මලක් ලෙසට සුවඳ හමන්නා// ඔමරි බැලුම් හෙලාවී මුහුණ බිමට නැමේවී බහක් නොදී ගියත් අහක බලා සිනා සී මට ම හිමී යැයි මගෙ සිත නිතර කියාවී// මඟ බලමින් සැමදා ඉඳිවැට ළඟ ඉන්නම්,ahala-mal-pipena,INTRO/INTER | + | |Em | C |Bm7| D | |Em | C | D |Em | |Em | D |Em | D | |Em| D|Em/Bm|Em | |Em | C | D |Em | CHORUS Em D D /Em D G D Em G D A D Em D Bm Em VERSE1 Em Bm7 D Em D Bm7 Em D Bm Bm7 Em (Bm7|Em) Back To Chorus VERSE 2 Em Bm7 D Em D Bm7 Em D Bm Bm7 Em (Bm7|Em) Back To Chorus,135
Chandana Liyanarachchi,Nihal Gamhewa,Bb Major | Beat,Old Pops,Nihal Gamhewa,ලියතඹරා මල ඔබද ලදේ මා වසගයක් කෙරූ විෂ බදුනක් ගෙන මදුවිතය කියා මා ගත සනසාලූ අවිහංසක දෑසේ කදුලැල් දැක මා ගැනවත් නොසිතා මිතුරන් කීවත් නාසා ඔබ ගැන සහසක් පැතුම් පතා පුදදුන් සෙනෙහස එතනම මියැදී මා වූවාද මුලා කෙනෙක් ඇසුරුකර තවකෙක් පතනා ඔබ යයි මගක මුලා සුපිපුන හදමල් මෙලෙසින් සිදබිද යන්නේ ඇයිද පෙලා මෙතුවක් බැදි සෙනෙහස නාමෙන් හෝ ඔබ වෙතට දෙමි සමා...,liyathambara-mala-,INTRO/INTER |Eb | - |Bb | - | |Bb |Ab |Eb |Bb | |Bb | - |Eb | - | |Bb |Eb |Bb | - | |Bb |Ab | - |Bb | CHORUS Bb Bb7 Eb Fm Bb Bb Eb Bb Fm Bb VERSE 1 Fm Bb Fm Bb Fm Bb Fm Bb Fm Bb Fm Bb F Ab Bb Eb Bb Back To Chorus VERSE 2 Fm Bb Fm Bb Fm Bb Fm Bb Fm Bb Fm Bb F Ab Bb Eb Bb Back To Chorus,213
Lalith Ponnamperuma,Nihal Gamhewa,A Major | Beat,"Old Pops, Request",Nihal Gamhewa,ඔබේ සිනා මල් පිපි මහාදේ ලැගුම් ගනී ඇත සොඳුරු පැතුම් සිත මවා සද කැන් වැස්සේ සෙනෙහෙ ගලන්නේ තුටු කඳුලු ගලාවී මා විකසිත වේවී පාළු ලොවේ මා තනියෙන් ඉදිනා වෙලේ සුර ලෝකයේ දිව්‍යාංගනා එලෙසේ දකිම් තිබු ආදරෙන් මෙසේ හිදිම් මා ලඟින් ජීවිතයේ මැව් සිහිනේ සතුටේ සුවේ බැදි ආදරෙන් ඉන්නම් කියා දිවුරා මාගේ නලලේ තියා පැවසූ වදන් සිත මැවේ,obe-sina-mal-pipi,INTRO/INTER | A | - | - | G | |Em | A | - | - | | D | - | A | - | |Em | G | A | - | CHORUS A Bm Em G A A C#m Bm G A G A VERSE 1 A D Bm A|Bm|A Bm G A Bm G A Bm G A Back To Chorus VERSE 2 A D Bm A|Bm|A Bm G A Bm G A Bm G A Back To Chorus,518
Chandana Liyanarachchi,Nihal Gamhewa,G Major | Beat,Old Pops,Nihal Gamhewa,පෙම් පණිවිඩයේ කදුලැල්ල ගෙනා ඒ රාවෙ ඇසී හද ඉකිබින්දා ඈ සොයා යන්නදෝ වේදනා වේදනා රෑ සද එළියේ පිපුන සමන් මල් පෙති විසිරී පරව ගියා දෙතනක තනියෙන් හිදින හැටි බලා කම්පා වී සද ගිලුනා අදුරු උනා දූතයක් මගින් එව්වේ ඇයි ඔබ මා හමුවේ වත සගවා මා හඩ වන්නට ඔය සිත දරුණුද නොසිතු ලෙසින් සමු ගත් දා වෙන් කෙරුණා,pem-paniwidaye,INTRO/INTER || G | + | F | + | |Dm | + | G | + || || F | - | G | - || CHORUS G Dm G Dm C Am F G VERSE 1 F G F G F G Cm G F G F G Back To Chorus VERSE 2 F G F G F G Cm G F G F G Back To Chorus,602
Chandana Liyanarachchi,Nihal Gamhewa,F minor | Beat,Old Pops,Nihal Gamhewa,පොල් රුප්පාවේ දඟ කළ සෙල්ලම් සුළඟේ පාවී සිතට දැනේ පිටගම් යනදා එය සිහිවෙනවා හීන් සැරේ ඔබ මා අමතක කරදා මායාවක්‌දෝ බැඳුණු සිතුම් ගිනිදැල්වේ හද සෙනෙහෙ පැතුම් රෑ රැහැයි හඬේ දුක්‌ ගීත රාවයේ// සවනේ වැකුනේ ගොළුවූ හඬක්‌ ලෙසින් මායාවක්‌දෝ බැඳුණු සිතුම් ගිනිදැල්වේ හද සෙනෙහෙ පැතුම් ඈත ගුරු පාරේ පියමන් සලායන්නේ// කඳුළින් පිරිලා දෙනුවන් වැසී යාදෝ මායාවක්‌දෝ බැඳුණු සිතුම් ගිනිදැල්වේ හද සෙනෙහෙ පැතුම්,polruppawe-,INTRO ||Csus|Db |Csus|Fm | |Eb | - |Eb/Fm |- || CHORUS Cm Fm Eb Fm Bb Gm Eb Cm Eb Eb Cm Eb Fm|Db| Cm Fm Eb Cm Eb Fm/Eb Fm INTER |Fm | - |Eb | - | |Eb | - |Fm/Eb|Fm | ||Csus|Cm|Eb |Eb/Fm|| VERSE 1 Ab Bb Cm Fm Gm Fm Eb Ab|Cm Eb Fm|Db Cm Fm Eb Cm Eb Fm/Eb Fm Back To Chorus VERSE 2 Ab Bb Cm Fm Gm Fm Eb Ab|Cm Eb Fm|Db Cm Fm Eb Cm Eb Fm/Eb Fm Back To Chorus,261
Chandana Liyanarachchi,Nihal Gamhewa,F Major | Beat,Old Pops,Nihal Gamhewa,සිත පරව ගියා වත මිලින වුණා කඳුළින් දෑස තෙමා ඔබ හඳුනාගනු කෙලෙසේ // මොහොතක මා සිත පිනවයි යළි මා එලෙසින් රිදවයි මුසා බසින් මා රැවටී යාදෝ සිතු දේ නොම වේ පැතුම් මැවේ වසන්තයක් යළි ඒදෝ කතරක මා තනි වේදෝ ම සිත සොරාගෙන වෙන් වී නොයන්න දුකෙහි සැපෙහි මා ඉන්නම්,sitha-parawa-giya-,INTRO |Eb | - | - | - | | F | - | - | - | |Gm |Bb | F | - | | + | + | + | + | CHORUS F Bb F Eb F INTER | F |F7 |Bb | - | |Eb | F |Bb | F | | F | - |Eb | - | | F | - |Cm | F | | F | - | VERSE 1 F Bb F F Bb Eb/F F7 Bb Eb F F F7 Bb Eb F Back To Chorus VERSE 2 F Bb F F Bb Eb/F F7 Bb Eb F F F7 Bb Eb F Back To Chorus,605
Chandana Liyanarachchi,Nihal Gamhewa,E minor | Beat,Old Pops,Nihal Gamhewa,ඇහල මල් ‍පිපෙනා දෙවට දිගේ නුඹ පියමැන්නා පුන් පෝය දාක සඳ විලසින් මුහුණ පෙනෙන්නා ඈත මෑත කොතැනක හෝ කවුරුත් නොයෙනා වැට ළඟ හිඳිමින් මං එබී බලන්නම් වත්සුණු තැවරූ ගත මට අගේ නොවෙන්නා වනේ පිපුණු මලක් ලෙසට සුවඳ හමන්නා// ඔමරි බැලුම් හෙලාවී මුහුණ බිමට නැමේවී බහක් නොදී ගියත් අහක බලා සිනා සී මට ම හිමී යැයි මගෙ සිත නිතර කියාවී// මඟ බලමින් සැමදා ඉඳිවැට ළඟ ඉන්නම්,ahala-mal-pipena,INTRO/INTER | + | |Em | C |Bm7| D | |Em | C | D |Em | |Em | D |Em | D | |Em| D|Em/Bm|Em | |Em | C | D |Em | CHORUS Em D D /Em D G D Em G D A D Em D Bm Em VERSE1 Em Bm7 D Em D Bm7 Em D Bm Bm7 Em (Bm7|Em) Back To Chorus VERSE 2 Em Bm7 D Em D Bm7 Em D Bm Bm7 Em (Bm7|Em) Back To Chorus,135
